Brutal Legend,0.26,0,X360
Disney Infinity,0.32,0,PS3
Tamagotchi Connection: Corner Shop 2,0.01,0.86,DS
NHL 2004,0.37,0,PS2
Grand Theft Auto: Vice City Stories,0.03,0.03,PS2
Disney Tangled,0.35,0,DS
Wheel of Fortune,0.04,0,Wii
FIFA Soccer 2005,0.6,0,XB
Mass Effect 3,0.44,0,PC
Cars,0.04,0,DS
Band Hero,0.29,0,Wii
Romancing SaGa,0,0.97,SNES
Skylanders: Spyro's Adventure,0.34,0,X360
Donkey Kong Junior,0.05,0,2600
LEGO Harry Potter: Years 5-7,0.37,0,X360
LEGO Star Wars II: The Original Trilogy,0.19,0,GC
Medal of Honor: Underground,0.37,0,PS
Dark Cloud 2,0.25,0.26,PS2
Far Cry 3,0.62,0,PC
Evolve,0.41,0.05,PS4
Dead Space 3,0.36,0,PS3
Dragon Quest X,0,0.96,Wii
Jampack Summer '99,0.36,0,PS
Dance Dance Revolution 2nd ReMIX,0,0.9,PS
Mortal Kombat Trilogy,0.22,0,N64
Star Soldier,0.06,0.57,NES
NHL 2001,0.37,0,PS2
Farming Simulator 2013,0.81,0,PC
Guitar Hero: Warriors of Rock,0.4,0,Wii
de Blob,0.37,0,Wii
Dragon Quest Monsters: Terry's Wonderland 3D,0,0.96,3DS
Shinobi,0.28,0.22,PS2
Mortal Kombat: Deadly Alliance,0.15,0,XB
The Witcher 2: Assassins of Kings,0.56,0,PC
Sniper Elite V2,0.38,0.06,PS3
ESPN NBA 2K5,0.04,0,XB
Gangs of London,0.43,0,PSP
Mario Tennis Open,0.29,0.34,3DS
PilotWings Resort,0.36,0.13,3DS
Wheel of Fortune,0.36,0,PS2
World Championship Poker,0.03,0,PS2
My Weight Loss Coach,0.54,0,DS
Tom Clancy's Splinter Cell: Chaos Theory,0.45,0,PS2
Sonic Unleashed,0.32,0,X360
SpongeBob SquarePants: Battle for Bikini Bottom,0.19,0,GC
Disney Infinity 2.0: Marvel Super Heroes,0.33,0,PS3
PlayStation All-Stars Battle Royale,0.27,0.04,PS3
Scooby-Doo! First Frights,0.04,0,Wii
Epic Mickey 2: The Power of Two,0.21,0,Wii
Mega Man Star Force Dragon / Leo / Pegasus,0,0.53,DS
Pro Evolution Soccer 2014,0.41,0.51,PS3
Yakuza 4,0.13,0.63,PS3
Wild ARMs,0.17,0.46,PS
Tom Clancy's Ghost Recon: Future Soldier,0.32,0.09,PS3
Kessen,0.21,0.41,PS2
Driver: San Francisco,0.52,0.01,PS3
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,0.25,0,GBA
NCAA Football 2000,0.36,0,PS
Ben 10: Alien Force,0.22,0,DS
Army of Two: The 40th Day,0.24,0,X360
Sonic & Sega All-Stars Racing,0.43,0,PS3
Just Dance 2016,0.46,0,Wii
Skylanders: Trap Team,0.46,0,Wii
Lost Planet 2,0.33,0.2,PS3
LEGO Pirates of the Caribbean: The Video Game,0.43,0,PS3
NBA 2K16,0.05,0,X360
Killzone,0.03,0,PS2
Colin McRae Rally 04,0.71,0.01,PS2
Club Penguin: Game Day!,0.32,0,Wii
The SpongeBob SquarePants Movie,0.19,0,GC
Star Fox 64 3D,0.27,0.13,3DS
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,0.36,0,PS
Castlevania: Lament of Innocence,0.36,0,PS2
Rocksmith 2014,0.16,0,X360
Tom Clancy's Splinter Cell: Blacklist,0.39,0.06,PS3
Destroy All Humans!,0.03,0,PS2
Skylanders: Spyro's Adventure,0.39,0,PS3
MVP Baseball 2005,0.2,0,XB
SaGa Frontier 2,0.07,0.71,PS
Phantasy Star Portable,0.06,0.63,PSP
WWE SmackDown vs. Raw 2009,0.3,0.01,PS3
NCAA Football 10,0,0,X360
Brutal Legend,0.27,0,PS3
Tony Hawk: RIDE,0.17,0,Wii
MLB 2000,0.35,0,PS
Bully,0.03,0.04,PS2
Rise of the Tomb Raider,0.53,0.04,PS4
Prince of Persia: The Sands of Time,0.33,0,XB
Hot Shots Golf Fore!,0.36,0,PS2
MLB 06: The Show,0.03,0,PS2
NHL 2003,0.36,0,PS2
Naruto Shippuden: Ultimate Ninja Storm 3,0.32,0.15,PS3
EA Sports UFC 2,0.49,0,PS4
The Sims 2,0.05,0,DS
Bentley's Hackpack,0.25,0,GBA
Tony Hawk's Pro Skater 4,0.3,0,XB
Dragon Age: Inquisition,0.28,0,XOne
White Knight Chronicles: International Edition,0.16,0.36,PS3
SingStar Abba,0.5,0,PS3
Crash City Mayhem,0.25,0,GBA
Spider-Man,0.05,0,2600
Kirby: Planet Robobot,0.14,0.47,3DS
Toy Story 2: Buzz Lightyear to the Rescue!,0.2,0,N64
Castlevania II: Simon's Quest,0.06,0.42,NES
Mega Man 4,0.09,0.32,NES
Guitar Hero: Metallica,0.43,0,Wii
Teenage Mutant Ninja Turtles,0.25,0,GBA
Bayonetta,0.25,0.09,X360
MLB 07: The Show,0.03,0,PS2
Cars,0.19,0,GC
Build-A-Bear Workshop,0.01,0,DS
Kingdom Hearts Re:coded,0.09,0.27,DS
Operation Flashpoint: Dragon Rising,0.45,0.02,X360
Inazuma Eleven 3,0,0.93,DS
Lego Batman 3: Beyond Gotham,0.4,0,PS4
Wipeout: In The Zone,0,0,X360
SnoCross Championship Racing,0.35,0,PS
Brothers in Arms: Hell's Highway,0.34,0,PS3
The LEGO Movie Videogame,0.43,0.02,PS3
Assassin's Creed III,0.53,0,PC
Borderlands 2,0.41,0,PC
Teenage Mutant Ninja Turtles,0.35,0,PS2
Disney Magical World,0.2,0.53,3DS
Top Gun: Combat Zones,0.35,0,PS2
NCAA Football 11,0,0,X360
007: The World is not Enough,0.35,0,PS
Cars,0.03,0,Wii
Monster High: Ghoul Spirit,0.16,0,DS
Phoenix Wright: Ace Attorney,0.05,0.39,DS
MLB 15: The Show,0.08,0,PS4
South Park: The Stick of Truth,0.34,0,PS3
South Park: The Stick of Truth,0.26,0,X360
NHL 98,0.35,0,PS
Space Jam,0.35,0,PS
Balloon Fight,0.09,0.43,NES
Knockout Kings 2000,0.27,0,N64
MLB 12: The Show,0,0,PS3
SpongeBob SquarePants: The Yellow Avenger,0.21,0,PSP
Dante's Inferno,0.2,0.02,X360
Wii Play: Motion,0.42,0.18,Wii
WWE SmackDown vs. Raw 2009,0.26,0,X360
Sonic Riders,0.18,0,GC
Starsky & Hutch,0.35,0,PS2
Tobal No.1,0.08,0.66,PS
Blue Dragon,0.32,0.21,X360
Buzz! Quiz World,0.57,0,PS3
Harvest Moon 3D: A New Beginning,0.17,0.3,3DS
Kung Fu Panda,0.32,0,Wii
Street Hoops,0.35,0,PS2
EA Sports Grand Slam Tennis,0.51,0.02,Wii
EA Sports Active 2,0.27,0,PS3
Nickelodeon Fit,0.09,0,Wii
Knockout Kings 2002,0.35,0,PS2
Injustice: Gods Among Us,0.3,0,PS4
Tom Clancy's EndWar,0.24,0.01,X360
LEGO Harry Potter: Years 5-7,0.41,0,PS3
Tokyo Xtreme Racer 3,0.27,0.21,PS2
Xenoblade Chronicles,0.25,0.16,Wii
Assassin's Creed,0.83,0,PC
Glover,0.17,0,N64
Colin McRae Rally 2.0,0.8,0.02,PS
Dynasty Warriors 7,0.13,0.46,PS3
NBA 2K14,0.11,0,XOne
Namco Museum,0.11,0,XB
SSX,0.41,0.02,PS3
Sonic Riders: Zero Gravity,0.32,0.02,Wii
AMF Bowling Pinbusters!,0,0,Wii
Super Momotarou Dentetsu III,0,0.91,SNES
Sonic Mega Collection Plus,0.26,0,XB
Operation Flashpoint: Dragon Rising,0.46,0.05,PS3
Tiger Woods PGA Tour 2002,0.35,0,PS2
Lost Odyssey,0.26,0.11,X360
Street Fighter V,0.28,0.08,PS4
Just Cause 3,0.39,0,XOne
Mini-Yonku Shining Scorpion: Let's & Go!!,0,0.9,SNES
MLB 2005,0.35,0,PS2
Marvel: Ultimate Alliance 2,0.15,0,X360
Burnout Revenge,0.03,0,PS2
Crysis 3,0.31,0.01,X360
Far Cry 4,0.37,0,X360
The Witcher 2: Assassins of Kings,0.32,0.02,X360
Homefront,0.39,0.04,PS3
Destruction Derby,0.34,0,PS
LEGO Jurassic World,0.42,0.02,PS4
Avatar: The Game,0.42,0,PS3
The Elder Scrolls Online,0.51,0,PC
3Xtreme,0.34,0,PS
Hot Shots Tennis,0.13,0.55,PS2
MX vs. ATV Reflex,0.25,0,PS3
Madden NFL 25,0.13,0,PS4
Sonic Heroes,0.43,0.01,XB
Madden NFL 99,0.05,0,N64
Spider-Man 3,0.03,0.01,PS2
James Bond 007: Agent Under Fire,0.22,0,XB
LEGO Pirates of the Caribbean: The Video Game,0.46,0,DS
LEGO Marvel Super Heroes,0.36,0.04,3DS
DJ Hero,0.34,0,PS3
Skylanders: Trap Team,0.27,0,X360
X-Men Legends,0.24,0,XB
NBA Live 2005,0.05,0,XB
Harry Potter: Quidditch World Cup,0.34,0,PS2
LEGO The Lord of the Rings,0.34,0,Wii
Madagascar,0.24,0,GBA
Blitz: The League,0.03,0,PS2
The Biggest Loser: Ultimate Workout,0.1,0,X360
Castlevania: Circle of the Moon,0.22,0.05,GBA
SOCOM 4: U.S. Navy SEALs,0.11,0.04,PS3
Tiger Woods PGA Tour 06,0.03,0,PS2
FIFA Street,0.62,0,X360
Classic NES Series: The Legend of Zelda,0.17,0.24,GBA
Fire Emblem: The Sacred Stones,0.16,0.3,GBA
Cars 2,0.37,0,Wii
TouchMaster 2,0.49,0,DS
Pokemon Card GB2: Here Comes Team GR!,0,0.89,GB
MLB 16: The Show,0,0,PS4
Killzone: Liberation,0.27,0,PSP
Finding Nemo,0.18,0,GC
Lego Batman 3: Beyond Gotham,0.33,0,X360
Ace Combat 2,0.11,0.56,PS
NFL 2K2,0.34,0,PS2
Pure,0.33,0,PS3
We Ski & Snowboard,0.29,0.15,Wii
Resistance: Retribution,0.35,0.05,PSP
Call of Duty: World at War,0.25,0,DS
Tiger Woods PGA Tour 12: The Masters,0.25,0,PS3
CSI: Hard Evidence,0.43,0,Wii
MLB 2001,0.34,0,PS
The Jak and Daxter Collection,0.18,0,PS3
FIFA Soccer 09 All-Play,0.51,0,Wii
SingStar Anthems,0.68,0,PS2
LEGO Indiana Jones 2: The Adventure Continues,0.29,0,PS3
Seiken Densetsu 3,0,0.89,SNES
Fossil Fighters,0,0,DS
Buzz! Quiz TV,0.47,0,PS3
NCAA Football 13,0,0,PS3
Samba De Amigo,0.37,0.01,Wii
Mega Man 8 Anniversary Collector's Edition,0.3,0.09,PS
The Simpsons Game,0.36,0,PS3
Call of Duty: Modern Warfare 2,0.79,0,PC
The Tomb Raider Trilogy,0.46,0,PS3
F1 2010,0.59,0.01,X360
Call of Juarez: Bound in Blood,0.37,0.01,PS3
Minecraft: Story Mode,0.33,0,X360
Rhythm Heaven,0,0.77,Wii
NBA 2K6,0.34,0,PS2
Dissidia 012: Duodecim Final Fantasy,0.12,0.46,PSP
Buzz! The Mega Quiz,0.06,0,PS2
Star Wars: Rebel Assault II - The Hidden Empire,0.33,0,PS
Monster 4X4: World Circuit,0,0.01,Wii
Far Cry: Primal,0.33,0,XOne
Resident Evil: Revelations,0.22,0.3,3DS
Sonic Chronicles: The Dark Brotherhood,0.29,0.01,DS
Star Wars: The Force Unleashed,0.28,0,DS
Grand Theft Auto IV,0.79,0,PC
Rock Band 3,0.09,0,X360
WWE SmackDown vs. Raw 2011,0.35,0,X360
ESPN NHL 2K5,0.33,0,PS2
Borderlands: The Handsome Collection,0.33,0.03,PS4
Crimson Skies: High Road to Revenge,0.19,0,XB
Madden NFL 08,0,0,Wii
Spec Ops: Ranger Elite,0.33,0,PS
Gex,0.33,0,PS
F1 2009,0.62,0,Wii
Derby Stallion II,0,0.87,SNES
Tom Clancy's Ghost Recon: Island Thunder,0.24,0,XB
Sleeping Dogs,0.4,0.01,X360
Kingdoms of Amalur: Reckoning,0.24,0.01,X360
Metal Gear Ac!d,0.26,0.12,PSP
Need for Speed: V-Rally,0.29,0.09,PS
Monster Strike 3DS,0,0.87,3DS
Kingdom Hearts Re: Chain of Memories,0.03,0,PS2
Phantasy Star Portable 2,0.11,0.62,PSP
Peppa Pig: The Game,0.81,0,DS
Michael Jackson: The Experience,0.18,0,X360
NFL GameDay '97,0.33,0,PS
LittleBigPlanet Karting,0.3,0.01,PS3
Tony Hawk's Project 8,0.03,0,PS2
NHL 2000,0.33,0,PS
GRID,0.44,0.01,X360
DiRT,0.4,0,X360
Buzz! Master Quiz,0.44,0,PSP
Red Faction: Guerrilla,0.29,0.01,X360
Fight Night Round 2,0.03,0,PS2
Conflict: Desert Storm,0.37,0,XB
LEGO Jurassic World,0.32,0,X360
Triple Play 2002,0.33,0,PS2
Cooking Mama: World Kitchen,0.27,0.01,Wii
Brothers in Arms: Hell's Highway,0.3,0,X360
Vagrant Story,0.2,0.3,PS
Warriors Orochi,0.09,0.64,PS2
Enduro,0.05,0,2600
Crysis 3,0.42,0.03,PS3
Mercenaries 2: World in Flames,0.39,0.02,PS3
SingStar '90s,0.59,0,PS2
Wizards of Waverly Place,0.2,0,DS
Ghostbusters: The Video Game,0.2,0,Wii
Dragon Quest VIII: Journey of the Cursed King,0,0.86,3DS
Beijing 2008,0.54,0.01,PS3
Guitar Hero Live,0.38,0,PS4
Endless Ocean: Blue World,0.21,0.12,Wii
Winning Eleven: Pro Evolution Soccer 2007,0.72,0.12,PSP
Rocky,0.33,0,PS2
Ford Racing,0.33,0,PS
Madden Football 64,0.04,0,N64
Guitar Hero: Warriors of Rock,0.31,0,X360
MLB 99,0.32,0,PS
Lemmings,0.51,0,PSP
Dynasty Warriors 4: Xtreme Legends,0.13,0.51,PS2
Pictionary,0.19,0,Wii
Army Men: Air Attack,0.32,0,PS
FIFA Soccer 08,0.65,0,DS
2010 FIFA World Cup South Africa,0.42,0.02,X360
Tomb Raider: Anniversary,0.62,0,Wii
NBA 2K8,0,0,X360
Street Fighter Alpha 2,0.09,0.57,PS
Tiger Woods PGA Tour 2005,0.18,0,XB
Castlevania III: Dracula's Curse,0.07,0.37,NES
LEGO Jurassic World,0.36,0,PS3
Kingdoms of Amalur: Reckoning,0.29,0.09,PS3
Rampage World Tour,0.32,0,PS
Dragon Ball Z: Burst Limit,0.33,0.18,PS3
Gold's Gym: Dance Workout,0.1,0,Wii
Tekken Tag Tournament 2,0.31,0.13,PS3
Ninja Gaiden Sigma 2,0.16,0.08,PS3
Ratatouille,0,0,PS2
NFL GameDay,0.32,0,PS
Burnout 2: Point of Impact,0.32,0,PS2
Wii Fit U,0.23,0.21,WiiU
Street Fighter EX3,0.25,0.2,PS2
The Legendary Starfy,0,0.2,DS
NCAA Football 11,0,0,PS3
The House of the Dead: Overkill,0.3,0.02,Wii
Army of Two: The 40th Day,0.27,0.01,PS3
Darksiders II,0.35,0.01,PS3
Spider-Man 2,0.17,0,GC
The Lord of the Rings: War in the North,0.24,0,X360
 Tales of Xillia 2,0.12,0.45,PS3
Ghostbusters: The Video Game,0.36,0,PS3
The Incredibles,0.17,0,GC
Xenoblade Chronicles X,0.28,0.14,WiiU
NBA 2K10,0.01,0.01,PS3
Petz Dogz Fashion,0.3,0,DS
ATV Quad Power Racing 2,0.32,0,PS2
Final Fantasy,0,0.52,NES
Skate 2,0.25,0.01,PS3
Rocket Power: Team Rocket Rescue,0.32,0,PS
Big Mutha Truckers,0.32,0,PS2
The Evil Within,0.34,0.13,PS3
Rogue Galaxy,0.16,0.39,PS2
ESPN College Hoops 2K5,0.32,0,PS2
NCAA Football 14,0,0,PS3
Harry Potter and the Order of the Phoenix,0.46,0,DS
Sniper Elite V2,0.28,0.02,X360
Metroid: Zero Mission,0.22,0,GBA
Ben 10: Protector of Earth,0,0,PS2
Burnout Legends,0.05,0,PSP
Q*bert,0.32,0,PS
Blazing Angels: Squadrons of WWII,0.04,0,Wii
Madden NFL 09 All-Play,0.01,0,Wii
Ace Combat 3: Electrosphere,0.15,0.4,PS
Dynasty Warriors 2,0.19,0.34,PS2
Madden NFL 07,0.03,0,PSP
Time Crisis 4,0.32,0.05,PS3
Duke Nukem Forever,0.25,0,X360
Lizzie McGuire 2: Lizzie Diaries,0.22,0,GBA
FIFA Soccer World Championship,0.21,0.28,PS2
NCAA Football 12,0,0,PS3
Brute Force,0.18,0.01,XB
Tiger Woods PGA Tour 11,0.33,0,PS3
Yu-Gi-Oh! Dark Duel Stories,0,0.83,GB
WWE SmackDown vs. Raw 2009,0.31,0,Wii
The Game of Life,0.31,0,PS
Mega Man Legends,0.26,0.12,PS
Sly 3: Honor Among Thieves,0.03,0,PS2
MLB SlugFest 20-03,0.32,0,PS2
Need for Speed: Nitro,0.3,0,Wii
Street Fighter X Tekken,0.21,0.1,PS3
MediEvil,0.31,0,PS
Casper,0.31,0,PS
Sid Meier's Civilization Revolution,0.17,0,X360
Tales of the Abyss,0.19,0.14,3DS
Dragon Age II,0.26,0.05,PS3
Call of Duty: Modern Warfare 3,0.2,0,Wii
God of War Saga,0,0,PS3
Scooby-Doo! First Frights,0.16,0,DS
James Bond 007: Nightfire,0.22,0,XB
Tony Hawk's Pro Skater 3,0.17,0,GC
Marvel: Ultimate Alliance,0.03,0,PS2
DJ Hero 2,0.12,0,X360
Harvest Moon: Tree of Tranquility,0.03,0.06,Wii
Tony Hawk's Underground 2 Remix,0.21,0,PSP
Need for Speed: Hot Pursuit 2,0.11,0,XB
Killer Instinct Gold,0.19,0,N64
Clu Clu Land,0.1,0.28,NES
Karaoke Revolution Glee,0.24,0,Wii
I Spy: Fun House,0,0,DS
Amped: Freestyle Snowboarding,0.11,0,XB
The Price is Right,0,0,Wii
Custer's Revenge,0.05,0,2600
Stranglehold,0.33,0.01,X360
Rocket Power: Beach Bandits,0.31,0,PS2
Shin Megami Tensei: Persona 4,0.04,0.36,PS2
Devil May Cry HD Collection,0.19,0.11,PS3
Thief (2014),0.38,0.03,PS4
The Lord of the Rings: War in the North,0.42,0.01,PS3
Dragon Warrior III,0,0.81,GB
Ready 2 Rumble Boxing: Round 2,0.31,0,PS2
Dance Central 3,0.18,0,X360
Kamaitachi no Yoru,0,0.81,SNES
Imagine: Rock Star,0.33,0,DS
Tales of Destiny II,0.04,0.66,PS
Super Bomberman 2,0,0.81,SNES
NASCAR 2001,0.31,0,PS
Twisted Metal (2012),0.07,0,PS3
The Legend of Zelda: Four Swords Adventures,0.16,0,GC
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,0,0.76,PS
MediEvil: Resurrection,0.41,0,PSP
Valkyrie Profile,0.05,0.63,PS
Shaun White Snowboarding,0.25,0,X360
Patapon,0.25,0.07,PSP
Final Fantasy Type-0,0,0.81,PSP
Mega Man,0.08,0.27,NES
Army Men: Sarge's Heroes,0.12,0,N64
Pro Evolution Soccer 2010,0.58,0.03,X360
Tom Clancy's Rainbow Six 3,0.31,0,PS2
Madden NFL 25,0.05,0,XOne
NCAA Football 10,0,0,PS3
EarthBound,0,0.81,SNES
The Next Tetris,0.31,0,PS
Guitar Hero: Warriors of Rock,0.34,0,PS3
Battle of Giants: Dinosaurs,0.35,0,DS
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,0,0.75,PS
Final Fantasy XI: Wings of the Goddess,0.27,0.09,PS2
The Sims 2,0.03,0,PS2
Dragon Ball: Raging Blast 2,0.18,0.11,PS3
SingStar Vol. 2,0.39,0,PS3
Who wants to be a millionaire,0.3,0,PS
Yakuza,0.02,0.74,PS2
Disney's The Little Mermaid: Ariel's Undersea Adventure,0.03,0,DS
Star Wars Rogue Squadron III: Rebel Strike,0.16,0,GC
Moto Racer,0.3,0,PS
Hitman: Contracts,0.31,0,PS2
Professor Layton vs Phoenix Wright: Ace Attorney,0.26,0.3,3DS
Ben 10: Alien Force,0.21,0,Wii
Final Fantasy Anthology,0.3,0,PS
DiRT 2,0.39,0,X360
Prince of Persia: Warrior Within,0.28,0,XB
Deca Sports 2,0.33,0.09,Wii
Killzone: Mercenary,0.39,0.04,PSV
Pro Evolution Soccer 2010,0.33,0.2,PSP
Guitar Hero: Metallica,0.2,0,X360
Final Fantasy X / X-2 HD Remaster,0.24,0.28,PSV
Super Robot Taisen α,0,0.75,PS
Need for Speed: Hot Pursuit 2,0.09,0,GC
PES 2009: Pro Evolution Soccer,0.33,0.26,PSP
Hasbro Family Game Night 3,0.27,0,Wii
Tales of Destiny 2,0,0.8,PS2
Capcom's Soccer Shootout,0,0.8,SNES
Rayman Raving Rabbids 2,0.01,0,DS
The Sims 2: Pets,0.38,0,PSP
Alien,0.04,0,2600
Dragon Ball Z: Budokai Tenkaichi 2,0.02,0,PS2
Guitar Hero: Aerosmith,0,0,PS2
Star Wars The Clone Wars: Republic Heroes,0.29,0,Wii
Ridge Racer,0,0.74,PS
pro evolution soccer 2011,0.3,0.29,PSP
Harvest Moon: A Wonderful Life,0.16,0,GC
All Star Cheer Squad,0.29,0,Wii
Momotarou Dentetsu 7,0,0.74,PS
DmC: Devil May Cry,0.26,0.19,PS3
Motocross Mania,0.3,0,PS
EA Sports Active NFL Training Camp,0,0,Wii
Darksiders II,0.27,0,X360
Need for Speed Rivals,0.35,0.01,X360
[Prototype 2],0.24,0,X360
Mega Man 5,0.07,0.32,NES
WCW Mayhem,0.15,0,N64
Dance Dance Revolution SuperNOVA 2,0.03,0.02,PS2
Armored Core 2,0.22,0.23,PS2
Dragon Quest Monsters 2,0,0.79,3DS
The Godfather II,0.23,0.01,X360
Dragon's Dogma,0.23,0.07,X360
Pro Evolution Soccer 2016,0.42,0.13,PS4
The Amazing Spider-Man (Console Version),0.35,0,PS3
Major League Baseball Featuring Ken Griffey Jr,0.03,0,N64
Rare Replay,0.22,0.01,XOne
Band Hero,0.21,0,X360
NCAA Football 08,0.03,0,PS2
FIFA Soccer 2004,0.49,0,XB
The Sims 2: Castaway,0.46,0,PSP
Star Ocean: The Last Hope,0.2,0.21,X360
Sniper: Ghost Warrior,0.34,0.04,PS3
Invizimals,0.5,0,PSP
Forza Horizon 2,0.37,0,X360
The 7th Guest,0.77,0,PC
WWE 2K15,0.29,0,PS3
Too Human,0.29,0.03,X360
Yars' Revenge,0.04,0,2600
Tiger Woods PGA Tour 10,0.25,0,PS3
Secret Agent Barbie: Royal Jewels Mission,0.21,0,GBA
Doom,0.3,0,PS
Tom Clancy's Splinter Cell: Double Agent,0.04,0.01,X360
Buzz! The Hollywood Quiz,0,0,PS2
Naruto Shippuden: Ultimate Ninja Storm 2,0.27,0.01,X360
Golden Sun: Dark Dawn,0.09,0.13,DS
Fight Night Champion,0.31,0,X360
Marvel vs. Capcom: Clash of Super Heroes,0.3,0,PS
Dead Island: Riptide,0.26,0.01,X360
Madden NFL 16,0.06,0,PS3
Battle Stations,0.29,0,PS
Star Wars The Clone Wars: Jedi Alliance,0.11,0,DS
The World Ends With You,0.04,0.21,DS
Drawn to Life,0.01,0,DS
Sid Meier's Civilization Revolution,0.19,0.01,PS3
NBA 2K7,0.02,0,PS2
Torneko no Daibouken: Fushigi no Dungeon,0,0.78,SNES
Jr. Pac-Man,0.05,0,2600
James Bond 007: Nightfire,0.16,0,GC
Mario & Sonic at the Sochi 2014 Olympic Winter Games,0.22,0.13,WiiU
Goldeneye 007: Reloaded,0.33,0,PS3
NBA ShootOut 98,0.29,0,PS
Rayman Origins,0.32,0,X360
Galaxian,0.05,0,2600
Aliens: Colonial Marines,0.34,0,X360
Lips,0.56,0,X360
Andretti Racing,0.29,0,PS
Caesars Palace 2000: Millennium Gold Edition,0.29,0,PS
Air Raid,0.04,0,2600
MadWorld,0.23,0.02,Wii
Need for Speed: ProStreet,0.33,0.01,PSP
Perfect Dark Zero,0.02,0.03,X360
Marvel Nemesis: Rise of the Imperfects,0.02,0,PS2
Boxing,0.04,0,2600
Need for Speed: Porsche Unleashed,0.29,0,PS
ABBA: You Can Dance,0.49,0,Wii
Avatar: The Game,0.35,0,X360
Resident Evil: Operation Raccoon City,0.14,0.03,X360
UFC Personal Trainer: The Ultimate Fitness System,0.18,0,X360
Crystal Castles,0.04,0,2600
Worms: Open Warfare,0.43,0,PSP
Puzzler World,0.3,0,DS
Conker's Bad Fur Day,0.22,0,N64
Dragon Warrior I&II,0,0.77,GB
Star Wars Episode II: Attack of the Clones,0.2,0,GBA
Ghost Squad,0.21,0.08,Wii
Conflict: Desert Storm II - Back to Bagdhad,0.29,0,PS2
Maximo: Ghosts to Glory,0.29,0,PS2
Donkey Kong Country 3,0.17,0.14,GBA
All-Star Baseball 2003,0.29,0,PS2
Unlimited Saga,0.08,0.56,PS2
Pokemon Dash,0.14,0.38,DS
Dragon Ball: Raging Blast,0.19,0.11,PS3
Twisted Metal: Head On,0,0,PSP
Personal Trainer: Walking,0.32,0.17,DS
Sonic Unleashed,0.04,0,PS2
Cabela's Deer Hunt: 2004 Season,0.29,0,PS2
Formula 1,0.12,0.42,PS
Tetris Party Deluxe,0.3,0.12,DS
Banjo-Kazooie: Nuts & Bolts,0.35,0,X360
FIFA 12,0.5,0,Wii
My Baby Girl,0.09,0,DS
Driv3r,0.38,0,XB
Mercenaries: Playground of Destruction,0.02,0,PS2
The Walking Dead: Season One,0.23,0.03,PS3
MTV Celebrity Deathmatch,0.29,0,PS2
Street Fighter Alpha: Warriors' Dreams,0.11,0.43,PS
ISS Pro Evolution,0,0.71,PS
Need For Speed: Undercover,0.31,0.03,PSP
Metroid Prime Hunters,0.04,0.11,DS
Bayonetta 2,0.28,0.1,WiiU
Star Wars Battlefront: Elite Squadron,0.23,0,PSP
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,0.32,0,X360
Tony Hawk's Pro Skater 2,0.16,0,N64
Final Fantasy II,0,0.76,NES
Taiko no Tatsujin: Tatakon de Dodon ga Don,0,0.76,PS2
Mega Man Battle Network 6: Cybeast Falzar / Gregar,0.03,0.62,GBA
Doom (2016),0.25,0,XOne
Syphon Filter: The Omega Strain,0.29,0,PS2
FIFA Soccer 11,0.29,0,PS2
The Sims 3,0.37,0.03,3DS
Mortal Kombat: Deception,0.12,0,XB
That's So Raven,0.2,0,GBA
DJ Hero,0.23,0,Wii
Toy Story 3: The Video Game,0.27,0,X360
Marvel vs. Capcom 2: New Age of Heroes,0.24,0.13,PS2
Portal 2,0.32,0,PC
Duke Nukem Forever,0.31,0,PS3
Star Wars: The Force Unleashed II,0.18,0,Wii
Legends of Wrestling,0.29,0,PS2
True Crime: New York City,0.02,0.07,PS2
Lost Planet 2,0.23,0.08,X360
Kane & Lynch: Dead Men,0.31,0.01,X360
Mario & Luigi: Paper Jam,0.29,0.26,3DS
Final Fantasy Legend III,0,0.76,GB
Harry Potter and the Half-Blood Prince,0.39,0,Wii
Wall-E,0,0,PS2
Professor Layton and the Azran Legacy,0.48,0.25,3DS
Super Monkey Ball: Touch & Roll,0,0,DS
Mega Man X5,0.21,0.2,PS
Nintendo Presents: New Style Boutique 2 - Fashion Forward,0.66,0.02,3DS
Titanfall 2,0.25,0.05,PS4
Genji: Days of the Blade,0.37,0.06,PS3
Metal Gear Solid V: The Phantom Pain,0.26,0.01,XOne
Rockstar Games presents Table Tennis,0.38,0,X360
Drawn to Life: The Next Chapter,0.39,0,Wii
PokePark 2: Wonders Beyond,0.19,0.27,Wii
DJ Hero 2,0.19,0,PS3
WWE SmackDown vs. Raw 2009,0.2,0,PSP
LEGO Batman 2: DC Super Heroes,0.28,0,3DS
SoulCalibur V,0.23,0.07,PS3
Shark Tale,0.29,0,PS2
San Francisco Rush: Extreme Racing,0.11,0,N64
Zone of the Enders,0.24,0.13,PS2
Street Fighter EX Plus Alpha,0.19,0.23,PS
Kane & Lynch: Dead Men,0.32,0.01,PS3
Deer Drive,0.04,0,Wii
Pro Evolution Soccer 2015,0.45,0.11,PS4
Tony Hawk's Underground 2,0.24,0,XB
